"","a_log","h_log","log_w","sigma","sigma2","error","a_log.est","h_log.est","log_w.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"27","-2","-1","-6.25","0.2","0.2","NaN","-1.64797281576096","-3.33824079154681","-4.59285965857367","0.240750375532835","0.242037035582839","0","1892.95831301374","-930.77816690947","98"
"28","-1","-5","-6.25","0.2","0.2","NaN","-1.64717180340978","-3.3374921306328","-4.59210077106187","0.240774771229603","0.241995272092017","0","1892.95843521228","-930.77822800874","80"
"29","-1.5","-5","-5","0.2","0.2","NaN","-1.64813685419883","-3.33874263520312","-4.59282212167984","0.240758805581466","0.242110163565093","0","1892.95843776793","-930.778229286566","104"
"30","-1","-1","-6.25","0.2","0.2","NaN","-1.64763627445326","-3.33833675768404","-4.59299625807451","0.240722317714901","0.242028033810024","0","1892.95839809547","-930.778209450337","100"
"31","-2.5","-1","-10","0.2","0.2","NaN","-1.64812831112605","-3.33802892919917","-4.59327938680763","0.240775565368519","0.242021541057927","0","1892.95831903686","-930.778169921029","22"
"32","-2.5","-5","-7.5","0.2","0.2","NaN","-1.64801587207652","-3.3381907418125","-4.59348774183736","0.240777240554799","0.242044699898366","0","1892.95831756451","-930.778169184853","52"
"33","-1","-2","-5","0.2","0.2","NaN","-1.6482119208283","-3.33930578147645","-4.59273969835912","0.24077733620042","0.242047312779746","0","1892.95838817366","-930.778204489429","120"
"34","-1","-4","-6.25","0.2","0.2","NaN","-1.64818425237077","-3.3379629899","-4.59264581015282","0.240760686874679","0.242010472426792","0","1892.95840267265","-930.778211738923","85"
"35","-2.5","-1","-7.5","0.2","0.2","NaN","-1.64812831112605","-3.33802892919917","-4.59327938680763","0.240775565368519","0.242021541057927","0","1892.95831903686","-930.778169921029","72"
"36","-3","-2","-8.75","0.2","0.2","NaN","-1.64745042379284","-3.33624418178262","-4.59266726740011","0.240737208750682","0.242006516193281","0","1892.95848475254","-930.77825277887","41"
"37","-3","-2","-10","0.2","0.2","NaN","-1.64745042379284","-3.33624418178262","-4.59266726740011","0.240737208750682","0.242006516193281","0","1892.95848475254","-930.77825277887","16"
"38","-1","-3","-5","0.2","0.2","NaN","-1.64766166877057","-3.33792084278522","-4.59250320334293","0.240816672165483","0.242039258620498","0","1892.95836962717","-930.778195216182","115"
"39","-1","-4","-8.75","0.2","0.2","NaN","-1.64818425237077","-3.3379629899","-4.59264581015282","0.240760686874679","0.242010472426792","0","1892.95840267265","-930.778211738923","35"
"40","-2","-5","-6.25","0.2","0.2","NaN","-1.64776031129214","-3.33845679950979","-4.59344789017431","0.240716164464686","0.242053852927829","0","1892.95843588539","-930.778228345296","78"
"41","-2.5","-5","-6.25","0.2","0.2","NaN","-1.64801587207652","-3.3381907418125","-4.59348774183736","0.240777240554799","0.242044699898366","0","1892.95831756451","-930.778169184853","77"
"42","-1.5","-3","-5","0.2","0.2","NaN","-1.64744337026617","-3.33828219846978","-4.59229437721352","0.240784476179564","0.24205452549538","0","1892.95838243603","-930.778201620614","114"
"43","-2.5","-2","-8.75","0.2","0.2","NaN","-1.64817229616144","-3.33909549530606","-4.59323440631611","0.240742190713271","0.242066488587703","0","1892.95837343185","-930.778197118526","42"
