"","a_log","h_log","kr_log","sigma","sigma2","error","a_log.est","h_log.est","kr_log.est","sigma.est","sigma2.est","converge","BIC","logLik","strtpt"
"89","-1","-3.22222222222222","-1.125","0.2","0.2","NaN","-2.617944791288","-3.08037672664513","-0.922954377818268","0.22918756676116","0.242702910096989","0","1843.34656367903","-905.972292242116","350"
"90","-1","-5","-1.75","0.2","0.2","NaN","-2.63131416723249","-3.10943032815214","-1.09652610545468","0.228874491195129","0.242817060160214","0","1843.40112483173","-905.999572818462","210"
"91","-2.77777777777778","-3.22222222222222","-3","0.2","0.2","NaN","-2.61776549633113","-3.0817637180018","-0.918154807398103","0.229219535157395","0.242712748220882","0","1843.34669898559","-905.972359895394","42"
"92","-1.66666666666667","-2.77777777777778","-2.375","0.2","0.2","NaN","-2.61834278831057","-3.08198441159138","-0.927861381594727","0.229252034713657","0.242762441090363","0","1843.34679365064","-905.972407227918","157"
"93","-2.77777777777778","-4.11111111111111","-0.5","0.2","0.2","NaN","-2.61829426402259","-3.0803688729316","-0.928935656840738","0.229251838769647","0.242713965775833","0","1843.34672478748","-905.972372796337","422"
"94","-1.66666666666667","-5","-2.375","0.2","0.2","NaN","-2.6181383713942","-3.08134160724609","-0.923940021951169","0.229213434736555","0.242703624672767","0","1843.34660792588","-905.972314365541","107"
"95","-2.77777777777778","-1","-1.125","0.2","0.2","NaN","-2.61780150127375","-3.07985590260726","-0.920323079673069","0.229184720524504","0.242703995412017","0","1843.3465554995","-905.972288152351","392"
"96","-2.55555555555556","-3.66666666666667","-0.5","0.2","0.2","NaN","-2.61773372465606","-3.07940137773137","-0.918759503134592","0.229200144988567","0.242735776216342","0","1843.3465724995","-905.97229665235","433"
"97","-2.11111111111111","-1","-2.375","0.2","0.2","NaN","-2.61772475617931","-3.0793495371753","-0.921392187928292","0.229200439095665","0.242702051876686","0","1843.34655303787","-905.972286921535","195"
"98","-2.33333333333333","-2.77777777777778","-1.75","0.2","0.2","NaN","-2.61628071792065","-3.07839818631376","-0.901045290266993","0.22893649017488","0.242789506982261","0","1843.34878441337","-905.973402609286","254"
